,Unnamed: 0,review_id,rating,title,review_date,user_name,review,response_id,dev_response,response_date,lang,title_expanded,review_expanded
510,1589,4922162048,5,App useful,2019-10-11T08:21:29Z,DucBi.031,It help me to monitor pollution levels and choose the appropriate solution,,,,en,App useful,It help me to monitor pollution levels and choose the appropriate solution
511,2440,4921894600,5,Good infor,2019-10-11T07:01:47Z,AKay263,Thanks for collecting useful infor,,,,en,Good infor,Thanks for collecting useful infor
512,2125,4920982454,5,Great,2019-10-11T02:12:24Z,Notcold,Great information,,,,en,Great,Great information
513,2379,4920917685,5,Good,2019-10-11T01:54:32Z,darlenehoang,Very helpful,,,,en,Good,Very helpful
514,1330,4920289449,5,Super helpful,2019-10-10T22:36:52Z,crimsonfilter,Travel alot and this app help me how to prepare for my daily activity when abroad.  Thanks,,,,en,Super helpful,Travel alot and this app help me how to prepare for my daily activity when abroad .   Thanks
515,1903,4919676852,5,Great app for greater air quality.,2019-10-10T19:22:47Z,ascvgh086,Great app for greater air quality.,,,,en,Great app for greater air quality .,Great app for greater air quality .
516,2591,4918070429,5,Good app,2019-10-10T12:14:08Z,Ladysweetht,"Verry good app,",,,,en,Good app,"Verry good app ,"
517,1839,4916636065,5,It is useful,2019-10-10T05:06:13Z,quoc thiet,I can monitor the air quanlity around me,,,,en,It is useful,I can monitor the air quanlity around me
518,2018,4915644986,5,Great app with uptodate info,2019-10-09T23:47:02Z,KGUSA-Saigon,Useful and very detailed,,,,en,Great app with uptodate info,Useful and very detailed
519,2239,4915201129,5,Perfect app,2019-10-09T21:20:52Z,tqthang2294,"Like the tittle, it’s really a good app!",,,,en,Perfect app,"Like the tittle , it ’s really a good app !"
520,1183,4914252307,5,Highly recommended,2019-10-09T16:26:40Z,yong_yuan_you_duo_yuan,"I like this app, helps me to well prepared for any trip with my baby",,,,en,Highly recommended,"I like this app , helps me to well prepared for any trip with my baby"
521,2320,4914209157,5,The best app,2019-10-09T16:13:15Z,Tony C Bui,Very useful,,,,en,The best app,Very useful
522,614,4913946541,5,Thanks,2019-10-09T14:57:55Z,le van dinh vietnam,Thank for information usefully. You let me know how the our environment was so bad. We'll take care more about this problem,,,,en,Thanks,Thank for information usefully . You let me know how the our environment was so bad . We 'll take care more about this problem
523,1904,4912842425,5,Best app,2019-10-09T10:09:37Z,okio007,Thank you for your server !,,,,en,Best app,Thank you for your server !
524,2175,4911968175,5,Helpful app,2019-10-09T05:01:26Z,Apollolight,Helpful app for reference,,,,en,Helpful app,Helpful app for reference
525,372,4911306844,5,Simple and effective,2019-10-09T01:14:52Z,Chongrejo10,This has been a great app to use while in China. Not only you see the common number but you can see even the smaller pollutants and the trends over time,,,,en,Simple and effective,This has been a great app to use while in China . Not only you see the common number but you can see even the smaller pollutants and the trends over time
526,2385,4911278032,5,Great app,2019-10-09T01:05:08Z,Torres Tran,This app is helpful,,,,en,Great app,This app is helpful
527,1590,4911063211,5,Helpful data,2019-10-08T23:51:24Z,Quang_Hung,"Useful app, data exactly",,,,en,Helpful data,"Useful app , data exactly"
528,1542,4910079865,5,Better don’t let the scums from North Vietnam use the app,2019-10-08T18:01:48Z,Nhimcappuccino,Title says it all,,,,en,Better do n’t let the scums from North Vietnam use the app,Title says it all
529,2561,4910037776,5,Great app,2019-10-08T17:47:24Z,Thanhi1998,Great app,,,,en,Great app,Great app
530,2110,4910034711,5,Thank,2019-10-08T17:46:22Z,Acvf,Very helpful,,,,en,Thank,Very helpful
531,2425,4909966035,5,A+++,2019-10-08T17:23:32Z,Hien Le211,Very helpful app,,,,en,A+++,Very helpful app
532,2075,4909572956,5,Very satisfied,2019-10-08T15:21:57Z,Alex Doan,Its so helpful,,,,en,Very satisfied,Its so helpful
533,1332,4909373170,5,Great health resource!,2019-10-08T14:27:06Z,megalo17,I wish I had a place to put a home unit. Very good information.,,,,en,Great health resource !,I wish I had a place to put a home unit . Very good information .
534,505,4908310431,5,Super helpful,2019-10-08T09:22:53Z,Le Nguyen Minh Hoang,Thanks to this app I’m be able to protect myself and my family from the air pollution. Really appreciate your hard work to provide such a helpful application.,,,,en,Super helpful,Thanks to this app I ’m be able to protect myself and my family from the air pollution . Really appreciate your hard work to provide such a helpful application .
535,643,4908165897,5,Great app!,2019-10-08T08:31:44Z,Gem Chi,"Hope there is some explanation about why the data is changed during between day / night / rainy/ sunny days, or the basis of sampling and calculations
Thanks",,,,en,Great app !,"Hope there is some explanation about why the data is changed during between day / night / rainy/ sunny days , or the basis of sampling and calculations 
 Thanks"
536,2654,4908083528,5,Good,2019-10-08T08:02:44Z,phucxitrum,Good app,,,,en,Good,Good app
537,2198,4907685323,5,Great app,2019-10-08T05:26:25Z,Lazy cat 22.05.13,It’s a great app and help me to improve my awareness of air pollution in Ha Noi,,,,en,Great app,It ’s a great app and help me to improve my awareness of air pollution in Ha Noi
538,1572,4907614943,5,Air quality,2019-10-08T04:58:49Z,Longuyet,Thank you so much.,,,,en,Air quality,Thank you so much .
539,689,4907437934,5,Makes me feel more relieved,2019-10-08T03:50:58Z,CompiterEnthusiast,I can use AirVisual to plan my outdoor activities whenever the air is fresh; uses honest data provided by real-time measurement.,,,,en,Makes me feel more relieved,I can use AirVisual to plan my outdoor activities whenever the air is fresh ; uses honest data provided by real - time measurement .
540,25,4907138775,5,App is a literally a life saver!,2019-10-08T02:05:30Z,ABRXCX,"More info is much better than less info to make an informed decision to expose yourself to harmful pollutants. Certain ill informed so called Educators working against the free flow of info do us all a disservice.  I very much doubt air visual would try to manipulate data to sell products.  You don’t need a degree to step
Outside and see the acrid air.  Is too bad Vietnam has let special interest override people’s health. This app and the info is critical. I am moving because the govt is not doing anything to stop pollution and the Vietnamese people are literally choking to death. Thanks Mr  Vu Khac Ngoc for being small minded and limiting available info.",,,,en,App is a literally a life saver !,"More info is much better than less info to make an informed decision to expose yourself to harmful pollutants . Certain ill informed so called Educators working against the free flow of info do us all a disservice .   I very much doubt air visual would try to manipulate data to sell products .   You do n’t need a degree to step 
 Outside and see the acrid air .   Is too bad Vietnam has let special interest override people ’s health . This app and the info is critical . I am moving because the govt is not doing anything to stop pollution and the Vietnamese people are literally choking to death . Thanks Mr   Vu Khac Ngoc for being small minded and limiting available info ."
541,1113,4907084318,5,Good and useful app!,2019-10-08T01:47:14Z,meden03,Hope you can work better,,,,en,Good and useful app !,Hope you can work better
542,136,4905271872,5,Useful app,2019-10-07T15:38:02Z,anhbinhtran,"I don’t care about the accuracy of this app. But it remind me wear the mák to protect my healthy when going out.
Please re-publish this app for Vietnam. Only Vietnam gov and their stupid force want to bring it down by give bad review & rating. There are so many people still need this app, thanks!
#ĐMCS & bò đỏ",,,,en,Useful app,"I do n’t care about the accuracy of this app . But it remind me wear the mák to protect my healthy when going out . 
 Please re - publish this app for Vietnam . Only Vietnam government and their stupid force want to bring it down by give bad review & rating . There are so many people still need this app , thanks ! 
 # ĐMCS & bò đỏ"
543,1514,4904811812,5,Useful app,2019-10-07T13:36:07Z,Linh Nguyen Anh,The app is very useful to know the status of polluted from city.,,,,en,Useful app,The app is very useful to know the status of polluted from city .
544,357,4903773727,5,Useful as an expat,2019-10-07T08:57:11Z,some regular dude,Never had to be mindful of the air pollution in my city before and this app makes it very easy. I don’t change my behavior really but it just nice to know how much more quickly I will die,,,,en,Useful as an expat,Never had to be mindful of the air pollution in my city before and this app makes it very easy . I do n’t change my behavior really but it just nice to know how much more quickly I will die
545,3060,4903663847,5,This app is so good that it actually show how stupid people are as well.,2019-10-07T08:26:12Z,RyanTran163,"Some Vietnamese are so ignorant and stupid that they can’t accept that the air in Hanoi is so polluted by their uneducated lifestyles.And now they are making up excuses,saying this app is just for AirVisual to sale their products.So they rate this app with 1 star,I feel ashamed for them since no one can force them to buy the product and AirVisual are showing them how polluted the air in Hanoi is.",,,,en,This app is so good that it actually show how stupid people are as well .,"Some Vietnamese are so ignorant and stupid that they ca n’t accept that the air in Hanoi is so polluted by their uneducated lifestyles . And now they are making up excuses , saying this app is just for AirVisual to sale their products . So they rate this app with 1 star , I feel ashamed for them since no one can force them to buy the product and AirVisual are showing them how polluted the air in Hanoi is ."
